"ADCClsTerm","InstDataPoint","Class","Course","ADCClsShortTitle","ADCClsPrefix","ADCClsNumber","ADCClsSection","ADCClsStartDate","ADCClsEndDate","ADCClsCurrentStatus","ADCClsIMethod","ADCClsCUCredits","ADCClsCEUnits","ADCClsCapacity","ADCClsActiveStuCt","ClsAvailSeats","ADCClsAcadLevel","ADCClsFTEContactHrs","ADCClsFTEStuCt","ADCClsTotalFTE","ADCClsMeetDays01","ADCClsMeetDays02","ADCClsMeetDays03","ADCClsMeetDays04","ADCClsMeetDays05","ADCClsMeetDays06","ADCClsMeetDays07","ADCClsMeetDays08","ADCClsMeetDays09","ADCClsMeetDays10","ADCClsMeetDays11","ADCClsMeetDays12","ADCClsMeetDays13","ADCClsMeetDays14","ADCClsMeetDays15","ADCClsMeetDays16","ADCClsMeetDays17","ADCClsMeetDays18","ADCClsMeetDays19","ADCClsMeetDays20","ADCClsMeetDays21","ADCClsMeetDays22","ADCClsMeetDays23","ADCClsMeetDays24","ADCClsMeetDays25","ADCClsMeetDays26","ADCClsMeetDays27","ADCClsMeetDays28","ADCClsMeetDays29","ADCClsMeetDays30","ADCClsMeetDays31","ADCClsMeetDays32","ADCClsMeetDays33","ADCClsMeetDays34","ADCClsMeetDays35","ADCClsMeetDays36","ADCClsMeetDays37","ADCClsMeetDays38","ADCClsMeetDays39","ADCClsMeetDays40","ADCClsStartTime01","ADCClsStartTime02","ADCClsStartTime03","ADCClsStartTime04","ADCClsStartTime05","ADCClsStartTime06","ADCClsStartTime07","ADCClsStartTime08","ADCClsStartTime09","ADCClsStartTime10","ADCClsStartTime11","ADCClsStartTime12","ADCClsStartTime13","ADCClsStartTime14","ADCClsStartTime15","ADCClsStartTime16","ADCClsStartTime17","ADCClsStartTime18","ADCClsStartTime19","ADCClsStartTime20","ADCClsStartTime21","ADCClsStartTime22","ADCClsStartTime23","ADCClsStartTime24","ADCClsStartTime25","ADCClsStartTime26","ADCClsStartTime27","ADCClsStartTime28","ADCClsStartTime29","ADCClsStartTime30","ADCClsStartTime31","ADCClsStartTime32","ADCClsStartTime33","ADCClsStartTime34","ADCClsStartTime35","ADCClsStartTime36","ADCClsStartTime37","ADCClsStartTime38","ADCClsStartTime39","ADCClsStartTime40","ADCClsEndTime01","ADCClsEndTime02","ADCClsEndTime03","ADCClsEndTime04","ADCClsEndTime05","ADCClsEndTime06","ADCClsEndTime07","ADCClsEndTime08","ADCClsEndTime09","ADCClsEndTime10","ADCClsEndTime11","ADCClsEndTime12","ADCClsEndTime13","ADCClsEndTime14","ADCClsEndTime15","ADCClsEndTime16","ADCClsEndTime17","ADCClsEndTime18","ADCClsEndTime19","ADCClsEndTime20","ADCClsEndTime21","ADCClsEndTime22","ADCClsEndTime23","ADCClsEndTime24","ADCClsEndTime25","ADCClsEndTime26","ADCClsEndTime27","ADCClsEndTime28","ADCClsEndTime29","ADCClsEndTime30","ADCClsEndTime31","ADCClsEndTime32","ADCClsEndTime33","ADCClsEndTime34","ADCClsEndTime35","ADCClsEndTime36","ADCClsEndTime37","ADCClsEndTime38","ADCClsEndTime39","ADCClsEndTime40","ADCClsCampus01","ADCClsCampus02","ADCClsCampus03","ADCClsCampus04","ADCClsCampus05","ADCClsCampus06","ADCClsCampus07","ADCClsCampus08","ADCClsCampus09","ADCClsCampus10","ADCClsCampus11","ADCClsCampus12","ADCClsCampus13","ADCClsCampus14","ADCClsCampus15","ADCClsCampus16","ADCClsCampus17","ADCClsCampus18","ADCClsCampus19","ADCClsCampus20","ADCClsCampus21","ADCClsCampus22","ADCClsCampus23","ADCClsCampus24","ADCClsCampus25","ADCClsCampus26","ADCClsCampus27","ADCClsCampus28","ADCClsCampus29","ADCClsCampus30","ADCClsCampus31","ADCClsCampus32","ADCClsCampus33","ADCClsCampus34","ADCClsCampus35","ADCClsCampus36","ADCClsCampus37","ADCClsCampus38","ADCClsCampus39","ADCClsCampus40","ADCClsBldg01","ADCClsBldg02","ADCClsBldg03","ADCClsBldg04","ADCClsBldg05","ADCClsBldg06","ADCClsBldg07","ADCClsBldg08","ADCClsBldg09","ADCClsBldg10","ADCClsBldg11","ADCClsBldg12","ADCClsBldg13","ADCClsBldg14","ADCClsBldg15","ADCClsBldg16","ADCClsBldg17","ADCClsBldg18","ADCClsBldg19","ADCClsBldg20","ADCClsBldg21","ADCClsBldg22","ADCClsBldg23","ADCClsBldg24","ADCClsBldg25","ADCClsBldg26","ADCClsBldg27","ADCClsBldg28","ADCClsBldg29","ADCClsBldg30","ADCClsBldg31","ADCClsBldg32","ADCClsBldg33","ADCClsBldg34","ADCClsBldg35","ADCClsBldg36","ADCClsBldg37","ADCClsBldg38","ADCClsBldg39","ADCClsBldg40","ADCClsRoom01","ADCClsRoom02","ADCClsRoom03","ADCClsRoom04","ADCClsRoom05","ADCClsRoom06","ADCClsRoom07","ADCClsRoom08","ADCClsRoom09","ADCClsRoom10","ADCClsRoom11","ADCClsRoom12","ADCClsRoom13","ADCClsRoom14","ADCClsRoom15","ADCClsRoom16","ADCClsRoom17","ADCClsRoom18","ADCClsRoom19","ADCClsRoom20","ADCClsRoom21","ADCClsRoom22","ADCClsRoom23","ADCClsRoom24","ADCClsRoom25","ADCClsRoom26","ADCClsRoom27","ADCClsRoom28","ADCClsRoom29","ADCClsRoom30","ADCClsRoom31","ADCClsRoom32","ADCClsRoom33","ADCClsRoom34","ADCClsRoom35","ADCClsRoom36","ADCClsRoom37","ADCClsRoom38","ADCClsRoom39","ADCClsRoom40","ClsFTETier","InstCountry","InstState","InstShortName","InstTerm","ADCClsID"
2015FA,ET,DMA06046E,DMA060,Polynomial/Quadratic Appl,DMA,060,46E,11/16/15,12/09/15,A,TR,1,,24,3,21,CU,20,3,0.12,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15PM,07:15PM,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164650
2015FA,ET,DMA08022G,DMA080,Radical Express/Equations,DMA,080,22G,09/15/15,10/08/15,A,TR,1,,48,0,48,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,12:25PM,12:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15PM,12:15PM,01:15PM,01:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LV,LV,LV,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,2308,2308,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164651
2015FA,ET,DMA06047A,DMA060,Polynomial/Quadratic Appl,DMA,060,47A,11/17/15,12/10/15,A,TR,1,,30,1,29,CU,20,1,0.04,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:36PM,07:36PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:26PM,07:26PM,08:34PM,08:34PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H1,H1,H1,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2239,2239,2239,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164652
2015FA,ET,DMA08022H,DMA080,Radical Express/Equations,DMA,080,22H,09/15/15,10/08/15,C,TR,1,,48,0,48,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15PM,07:15PM,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LV,LV,LV,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2308,2308,2308,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164653
2015FA,ET,DMA08024A,DMA080,Radical Express/Equations,DMA,080,24A,09/14/15,10/09/15,A,TR,1,,30,0,30,CU,20,0,0,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,08:30AM,08:30AM,09:20AM,09:20AM,09:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,09:20AM,09:54AM,09:54AM,09:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164654
2015FA,ET,DMA060102,DMA060,Polynomial/Quadratic Appl,DMA,060,102,08/17/15,09/09/15,A,TR,1,,25,23,2,CU,20,23,0.9,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30AM,10:30AM,10:30AM,11:40AM,11:40AM,11:40AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30AM,11:30AM,11:30AM,12:20PM,12:20PM,12:20PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,3A,3A,3A,3A,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,3122,3122,3122,3122,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164655
2015FA,ET,DMA08024B,DMA080,Radical Express/Equations,DMA,080,24B,09/14/15,10/09/15,A,TR,1,,30,2,28,CU,20,2,0.08,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30AM,10:30AM,10:30AM,11:20AM,11:20AM,11:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:20AM,11:20AM,11:20AM,11:54AM,11:54AM,11:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164656
2015FA,ET,DMA03041P,DMA030,Propor/Ratio/Rate/Percent,DMA,030,41P,11/21/15,12/12/15,A,TR,1,,50,6,44,CU,20,6,0.23,S,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,11:40AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:40AM,02:04PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106D,2106D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164657
2015FA,ET,DMA060286,DMA060,Polynomial/Quadratic Appl,DMA,060,286,09/14/15,10/09/15,A,HY,1,,25,23,2,CU,20,24,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164658
2015FA,ET,DMA02034E,DMA020,Fractions and Decimals,DMA,020,34E,10/20/15,11/12/15,A,TR,1,,30,9,21,CU,20,9,0.35,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,09:25AM,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,10:15AM,10:15AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164659
2015FA,ET,DMA08024C,DMA080,Radical Express/Equations,DMA,080,24C,09/14/15,10/07/15,A,TR,1,,30,0,30,CU,20,0,0,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:30PM,03:30PM,04:55PM,04:55PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:45PM,04:45PM,05:45PM,05:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164660
2015FA,ET,DMA08024D,DMA080,Radical Express/Equations,DMA,080,24D,09/14/15,10/07/15,A,TR,1,,30,0,30,CU,20,0,0,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15PM,07:15PM,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164661
2015FA,ET,DMA02034F,DMA020,Fractions and Decimals,DMA,020,34F,10/20/15,11/12/15,A,TR,1,,30,3,27,CU,20,3,0.12,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,12:25PM,12:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15PM,12:15PM,01:15PM,01:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164662
2015FA,ET,DMA08024E,DMA080,Radical Express/Equations,DMA,080,24E,09/15/15,10/08/15,A,TR,1,,30,0,30,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,09:25AM,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,10:15AM,10:15AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164663
2015FA,ET,DMA08024F,DMA080,Radical Express/Equations,DMA,080,24F,09/15/15,10/08/15,A,TR,1,,30,1,29,CU,20,1,0.04,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,12:25PM,12:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15PM,12:15PM,01:15PM,01:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL,CL,CL,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,1121,1121,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164664
2015FA,ET,DMA08025A,DMA080,Radical Express/Equations,DMA,080,25A,09/14/15,10/09/15,A,TR,1,,22,0,22,CU,20,0,0,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,08:30AM,08:30AM,09:20AM,09:20AM,09:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,09:20AM,09:54AM,09:54AM,09:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2008,2008,2008,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,HP,HP,HP,HP,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,106,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164665
2015FA,ET,DMA08025B,DMA080,Radical Express/Equations,DMA,080,25B,09/14/15,10/07/15,A,TR,1,,22,0,22,CU,20,0,0,M,W,M,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03:30PM,03:30PM,04:55PM,04:55PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:45PM,04:45PM,05:45PM,05:45PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2008,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,HP,HP,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164666
2015FA,ET,DMA08025C,DMA080,Radical Express/Equations,DMA,080,25C,09/15/15,10/08/15,A,TR,1,,22,0,22,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,09:25AM,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,10:15AM,10:15AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2008,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,HP,HP,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164667
2015FA,ET,DMA060307,DMA060,Polynomial/Quadratic Appl,DMA,060,307,10/20/15,11/12/15,A,TR,1,,25,9,16,CU,20,9,0.35,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,09:25AM,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,10:15AM,10:15AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,1013,1013,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,3A,3A,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3122,3122,3122,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164668
2015FA,ET,DMA08025E,DMA080,Radical Express/Equations,DMA,080,25E,09/15/15,10/08/15,A,TR,1,,22,1,21,CU,20,1,0.04,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15PM,07:15PM,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2008,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,HP,HP,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164669
2015FA,ET,DMA08026A,DMA080,Radical Express/Equations,DMA,080,26A,09/14/15,10/09/15,A,TR,1,,24,1,23,CU,20,1,0.04,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30AM,08:30AM,08:30AM,09:20AM,09:20AM,09:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:20AM,09:20AM,09:20AM,09:54AM,09:54AM,09:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,2006,2006,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,CT,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164670
2015FA,ET,DMA02035E,DMA020,Fractions and Decimals,DMA,020,35E,10/20/15,11/12/15,A,TR,1,,22,2,20,CU,20,2,0.08,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00PM,06:00PM,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15PM,07:15PM,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,2008,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP,HP,HP,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,106,106,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164671
2015FA,ET,DMA08026B,DMA080,Radical Express/Equations,DMA,080,26B,09/14/15,10/09/15,A,TR,1,,24,0,24,CU,20,0,0,M,W,F,M,W,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30AM,10:30AM,10:30AM,11:20AM,11:20AM,11:20AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:20AM,11:20AM,11:20AM,11:54AM,11:54AM,11:54AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,2006,2006,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,CT,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164672
2015FA,ET,DMA060324,DMA060,Polynomial/Quadratic Appl,DMA,060,324,10/20/15,11/12/15,C,TR,1,,25,0,25,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,12:25PM,12:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15PM,12:15PM,01:15PM,01:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007,2007,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LV,LV,LV,LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314,2314,2314,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164673
2015FA,ET,DMA08026C,DMA080,Radical Express/Equations,DMA,080,26C,09/15/15,10/08/15,A,TR,1,,24,0,24,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00AM,08:00AM,09:25AM,09:25AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:15AM,09:15AM,10:15AM,10:15AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164674
2015FA,ET,DMA08026D,DMA080,Radical Express/Equations,DMA,080,26D,09/15/15,10/08/15,A,TR,1,,24,0,24,CU,20,0,0,T,TH,T,TH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00AM,11:00AM,12:25PM,12:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:15PM,12:15PM,01:15PM,01:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2006,2006,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT,CT,CT,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164675
2015FA,ET,DMA060384,DMA060,Polynomial/Quadratic Appl,DMA,060,384,10/19/15,11/12/15,A,HY,1,,25,23,2,CU,20,23,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25PM,07:25PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15PM,08:15PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ON,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINE,LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02 - Tier Two,US,NC,CPCC,201503,164676
